market_id,created_at,actual_delivery_time,store_id,store_primary_category,order_protocol,total_items,subtotal,num_distinct_items,min_item_price,max_item_price,total_onshift_partners,total_busy_partners,total_outstanding_orders,delivery_time_minutes,order_hour,order_day_of_week,order_is_weekend,hour_sin,hour_cos,price_range,avg_item_price,items_per_distinct,busy_partner_ratio,available_partners,outstanding_per_partner
1,2015-01-28 05:41:31,2015-01-28 06:16:03,9e3cfc48eccf81a0d57663e129aef3cb,dessert,4,2.0,1560.0,2.0,695.0,865.0,14.0,13.0,13.0,34.53333333333333,5,2,0,0.9659258262890683,0.25881904510252074,170.0,780.0,1.0,0.8666666666666667,1.0,0.8666666666666667
2,2015-01-29 04:06:13,2015-01-29 04:45:09,509421719867b607d48a0a1b0ae35c89,sandwich,2,7.0,3914.0,5.0,69.0,1199.0,73.0,60.0,86.0,38.93333333333333,4,3,0,0.8660254037844386,0.5000000000000001,1130.0,559.1428571428571,1.4,0.8108108108108109,13.0,1.162162162162162
3,2015-02-07 01:34:31,2015-02-07 02:17:14,f0ade77b43923b38237db569b016ba25,unknown,1,1.0,1900.0,1.0,1900.0,1900.0,6.0,3.0,3.0,42.71666666666667,1,5,1,0.25881904510252074,0.9659258262890683,0.0,1900.0,1.0,0.42857142857142855,3.0,0.42857142857142855
2,2015-02-01 02:38:29,2015-02-01 03:35:55,9854d7afce413aa13cd0a1d39d0bcec5,american,1,7.0,2897.0,7.0,89.0,891.0,117.0,118.0,200.0,57.43333333333333,2,6,1,0.49999999999999994,0.8660254037844387,802.0,413.85714285714283,1.0,1.0,0.0,1.694915254237288
3,2015-02-06 02:51:35,2015-02-06 03:35:38,c12d1f7cc7c4b41a125b5752d1238b03,italian,3,2.0,3100.0,2.0,1275.0,1825.0,13.0,7.0,7.0,44.05,2,4,0,0.49999999999999994,0.8660254037844387,550.0,1550.0,1.0,0.5,6.0,0.5
3,2015-02-05 00:53:58,2015-02-05 01:22:07,e6acf4b0f69f6f6e60e9a815938aa1ff,pizza,3,1.0,1499.0,1.0,1499.0,1499.0,18.0,16.0,18.0,28.15,0,3,0,0.0,1.0,0.0,1499.0,1.0,0.8421052631578947,2.0,0.9473684210526315
3,2015-02-02 04:53:51,2015-02-02 06:28:31,b54a39e62236c79ee0536b932f6e76b3,american,1,3.0,2487.0,3.0,339.0,1279.0,3.0,6.0,16.0,94.66666666666667,4,0,0,0.8660254037844386,0.5000000000000001,940.0,829.0,1.0,1.5,0.0,4.0
4,2015-01-22 02:04:31,2015-01-22 02:36:49,5a7f963e5e0504740c3a6b10bb6d4fa5,chinese,3,2.0,1530.0,2.0,765.0,765.0,96.0,100.0,158.0,32.3,2,3,0,0.49999999999999994,0.8660254037844387,0.0,765.0,1.0,1.0309278350515463,0.0,1.6288659793814433
4,2015-01-30 02:32:04,2015-01-30 03:10:22,fbd7939d674997cdb4692d34de8633c4,chinese,3,3.0,1645.0,2.0,175.0,1295.0,100.0,89.0,136.0,38.3,2,4,0,0.49999999999999994,0.8660254037844387,1120.0,548.3333333333334,1.5,0.8811881188118812,11.0,1.3465346534653466
4,2015-02-17 23:42:58,2015-02-18 00:10:34,6c340f25839e6acdc73414517203f5f0,japanese,5,3.0,1150.0,3.0,25.0,775.0,10.0,8.0,8.0,27.6,23,1,0,-0.25881904510252157,0.9659258262890681,750.0,383.3333333333333,1.0,0.7272727272727273,2.0,0.7272727272727273
4,2015-02-03 21:21:39,2015-02-03 21:53:32,deb54ffb41e085fd7f69a75b6359c989,american,3,2.0,2175.0,2.0,1025.0,1150.0,21.0,21.0,22.0,31.883333333333333,21,1,0,-0.7071067811865477,0.7071067811865474,125.0,1087.5,1.0,0.9545454545454546,0.0,1.0
1,2015-01-28 01:46:11,2015-01-28 02:48:40,6e2c22ab08479b1da4206a0c5d7da31e,other,5,7.0,2065.0,7.0,295.0,295.0,0.0,0.0,0.0,62.483333333333334,1,2,0,0.25881904510252074,0.9659258262890683,0.0,295.0,1.0,0.0,0.0,0.0
2,2015-02-12 03:03:17,2015-02-12 04:01:03,61b4a64be663682e8cb037d9719ad8cd,other,3,8.0,9535.0,4.0,550.0,2495.0,64.0,62.0,102.0,57.766666666666666,3,3,0,0.7071067811865475,0.7071067811865476,1945.0,1191.875,2.0,0.9538461538461539,2.0,1.5692307692307692
5,2015-01-23 04:11:00,2015-01-23 04:47:10,10fe8dc69a0964edc16fed1a1bd55716,american,1,2.0,1465.0,1.0,695.0,695.0,16.0,12.0,14.0,36.166666666666664,4,4,0,0.8660254037844386,0.5000000000000001,0.0,732.5,2.0,0.7058823529411765,4.0,0.8235294117647058
6,2015-01-24 03:04:16,2015-01-24 04:12:19,0e46c9990c6daf3876b5166b2bc79fdc,italian,1,3.0,3900.0,3.0,898.0,1658.0,37.0,34.0,41.0,68.05,3,5,1,0.7071067811865475,0.7071067811865476,760.0,1300.0,1.0,0.8947368421052632,3.0,1.0789473684210527
2,2015-02-14 00:44:00,2015-02-14 01:11:27,05a5cf06982ba7892ed2a6d38fe832d6,italian,5,3.0,3600.0,3.0,600.0,1650.0,47.0,45.0,52.0,27.45,0,5,1,0.0,1.0,1050.0,1200.0,1.0,0.9375,2.0,1.0833333333333333
4,2015-01-30 03:39:09,2015-01-30 04:21:16,34173cb38f07f89ddbebc2ac9128303f,thai,3,2.0,1199.0,2.0,200.0,999.0,88.0,85.0,129.0,42.11666666666667,3,4,0,0.7071067811865475,0.7071067811865476,799.0,599.5,1.0,0.9550561797752809,3.0,1.449438202247191
2,2015-01-24 01:51:27,2015-01-24 02:34:56,c31e46a74fb556fd7b53f8f6b186d5e9,mediterranean,3,1.0,675.0,1.0,575.0,575.0,50.0,46.0,66.0,43.483333333333334,1,5,1,0.25881904510252074,0.9659258262890683,0.0,675.0,1.0,0.9019607843137255,4.0,1.2941176470588236
3,2015-01-26 00:34:22,2015-01-26 01:55:28,65d21a7a6d0b2a830a6984823f17d4ce,pizza,5,5.0,10223.0,3.0,1099.0,1899.0,24.0,26.0,32.0,81.1,0,0,0,0.0,1.0,800.0,2044.6,1.6666666666666667,1.04,0.0,1.28
1,2015-02-02 02:47:23,2015-02-02 04:57:06,a8ecbabae151abacba7dbde04f761c37,pizza,3,3.0,4592.0,3.0,1099.0,1589.0,0.0,0.0,0.0,129.71666666666667,2,0,0,0.49999999999999994,0.8660254037844387,490.0,1530.6666666666667,1.0,0.0,0.0,0.0
3,2015-02-07 23:02:46,2015-02-07 23:28:17,5e7b46caa9a02a3e3af097af5d27fab5,salad,1,2.0,1835.0,2.0,910.0,925.0,3.0,2.0,1.0,25.516666666666666,23,5,1,-0.25881904510252157,0.9659258262890681,15.0,917.5,1.0,0.5,1.0,0.25
4,2015-02-07 22:03:08,2015-02-07 22:26:33,2b0aa0d9e30ea3a55fc271ced8364536,unknown,3,2.0,1998.0,2.0,599.0,1399.0,28.0,19.0,20.0,23.416666666666668,22,5,1,-0.5000000000000004,0.8660254037844384,800.0,999.0,1.0,0.6551724137931034,9.0,0.6896551724137931
3,2015-02-02 01:17:30,2015-02-02 02:20:29,544ff8e864cd5c862e831d8ec121b5b8,indian,3,2.0,1398.0,2.0,199.0,1199.0,0.0,0.0,0.0,62.983333333333334,1,0,0,0.25881904510252074,0.9659258262890683,1000.0,699.0,1.0,0.0,0.0,0.0
5,2015-02-18 03:48:11,2015-02-18 04:56:18,612b7f0d62f21fab8f0cbff2986fa81f,other,5,4.0,5500.0,4.0,800.0,1900.0,17.0,17.0,24.0,68.11666666666666,3,2,0,0.7071067811865475,0.7071067811865476,1100.0,1375.0,1.0,0.9444444444444444,0.0,1.3333333333333333
2,2015-02-02 00:36:19,2015-02-02 01:31:08,aec851e565646f6835e915293381e20a,burger,1,1.0,1029.0,1.0,929.0,929.0,24.0,25.0,37.0,54.81666666666667,0,0,0,0.0,1.0,0.0,1029.0,1.0,1.0,0.0,1.48
4,2015-02-04 01:49:51,2015-02-04 02:28:20,dc6a6489640ca02b0d42dabeb8e46bb7,japanese,3,2.0,3240.0,1.0,1595.0,1595.0,70.0,69.0,80.0,38.483333333333334,1,2,0,0.25881904510252074,0.9659258262890683,0.0,1620.0,2.0,0.971830985915493,1.0,1.1267605633802817
2,2015-02-13 20:04:53,2015-02-13 20:26:33,c5866e93cab1776890fe343c9e7063fb,sandwich,3,3.0,1336.0,3.0,189.0,799.0,61.0,52.0,72.0,21.666666666666668,20,4,0,-0.8660254037844386,0.5000000000000001,610.0,445.3333333333333,1.0,0.8387096774193549,9.0,1.1612903225806452
4,2015-02-04 00:49:45,2015-02-04 01:08:49,49ad23d1ec9fa4bd8d77d02681df5cfa,sandwich,2,3.0,1935.0,3.0,420.0,840.0,19.0,19.0,20.0,19.066666666666666,0,2,0,0.0,1.0,420.0,645.0,1.0,0.95,0.0,1.0
3,2015-02-14 22:11:21,2015-02-14 22:56:47,af0a991f666ca273ed1d7e56e2f9e415,american,1,2.0,1498.0,2.0,599.0,899.0,2.0,0.0,0.0,45.43333333333333,22,5,1,-0.5000000000000004,0.8660254037844384,300.0,749.0,1.0,0.0,2.0,0.0
4,2015-01-31 19:16:43,2015-01-31 19:44:12,c45008212f7bdf6eab6050c2a564435a,other,1,3.0,3100.0,3.0,400.0,1500.0,24.0,22.0,18.0,27.483333333333334,19,5,1,-0.9659258262890684,0.2588190451025203,1100.0,1033.3333333333333,1.0,0.88,2.0,0.72
2,2015-02-10 18:28:52,2015-02-10 19:02:22,7f1de29e6da19d22b51c68001e7e0e54,mexican,3,3.0,985.0,2.0,195.0,255.0,20.0,13.0,15.0,33.5,18,1,0,-1.0,-1.8369701987210297e-16,60.0,328.3333333333333,1.5,0.6190476190476191,7.0,0.7142857142857143
2,2015-01-23 19:18:03,2015-01-23 19:40:28,efe937780e95574250dabe07151bdc23,other,1,2.0,3098.0,1.0,1549.0,1549.0,65.0,64.0,98.0,22.416666666666668,19,4,0,-0.9659258262890684,0.2588190451025203,0.0,1549.0,2.0,0.9696969696969697,1.0,1.4848484848484849
4,2015-01-24 03:48:37,2015-01-24 04:38:59,d709f38ef758b5066ef31b18039b8ce5,other,5,6.0,3546.0,5.0,125.0,1299.0,126.0,129.0,151.0,50.36666666666667,3,5,1,0.7071067811865475,0.7071067811865476,1174.0,591.0,1.2,1.015748031496063,0.0,1.188976377952756
4,2015-02-06 19:26:15,2015-02-06 20:14:42,e34376937c784505d9b4fcd980c2f1ce,pizza,3,1.0,2100.0,1.0,2100.0,2100.0,73.0,70.0,142.0,48.45,19,4,0,-0.9659258262890684,0.2588190451025203,0.0,2100.0,1.0,0.9459459459459459,3.0,1.9189189189189189
3,2015-02-09 05:17:48,2015-02-09 05:53:39,9381fc93ad66f9ec4b2eef71147a6665,burger,5,3.0,2900.0,3.0,425.0,1300.0,2.0,1.0,1.0,35.85,5,0,0,0.9659258262890683,0.25881904510252074,875.0,966.6666666666666,1.0,0.3333333333333333,1.0,0.3333333333333333
4,2015-01-24 02:57:51,2015-01-24 04:05:51,d709f38ef758b5066ef31b18039b8ce5,other,5,7.0,4991.0,6.0,125.0,1345.0,126.0,122.0,193.0,68.0,2,5,1,0.49999999999999994,0.8660254037844387,1220.0,713.0,1.1666666666666667,0.9606299212598425,4.0,1.5196850393700787
4,2015-02-17 02:29:10,2015-02-17 03:08:36,d43ab110ab2489d6b9b2caa394bf920f,other,3,6.0,2576.0,3.0,50.0,449.0,109.0,77.0,105.0,39.43333333333333,2,1,0,0.49999999999999994,0.8660254037844387,399.0,429.3333333333333,2.0,0.7,32.0,0.9545454545454546
2,2015-02-02 20:19:32,2015-02-02 21:03:55,422f010441436ae9511d3e04a6d0d186,thai,2,2.0,1900.0,2.0,900.0,1000.0,46.0,42.0,69.0,44.38333333333333,20,0,0,-0.8660254037844386,0.5000000000000001,100.0,950.0,1.0,0.8936170212765957,4.0,1.4680851063829787
3,2015-02-08 22:43:27,2015-02-08 23:11:51,fe9fc289c3ff0af142b6d3bead98a923,sandwich,5,3.0,2425.0,2.0,650.0,1000.0,40.0,28.0,32.0,28.4,22,6,1,-0.5000000000000004,0.8660254037844384,350.0,808.3333333333334,1.5,0.6829268292682927,12.0,0.7804878048780488
1,2015-02-08 00:54:14,2015-02-08 01:22:25,85934679f30131d812a8c7475a7d0f74,mexican,2,2.0,1490.0,2.0,695.0,795.0,7.0,6.0,5.0,28.183333333333334,0,6,1,0.0,1.0,100.0,745.0,1.0,0.75,1.0,0.625
2,2015-02-14 20:15:19,2015-02-14 20:41:49,a64a034c3cb8eac64eb46ea474902797,american,1,3.0,2678.0,3.0,799.0,979.0,70.0,66.0,71.0,26.5,20,5,1,-0.8660254037844386,0.5000000000000001,180.0,892.6666666666666,1.0,0.9295774647887324,4.0,1.0
3,2015-02-17 01:53:55,2015-02-17 02:37:36,60d2f1e9a5d618bdc95426f85848c724,pizza,1,2.0,1999.0,2.0,600.0,899.0,4.0,4.0,5.0,43.68333333333333,1,1,0,0.25881904510252074,0.9659258262890683,299.0,999.5,1.0,0.8,0.0,1.0
3,2015-02-15 03:52:33,2015-02-15 04:33:01,6fbd841e2e4b2938351a4f9b68f12e6b,burger,4,5.0,2750.0,3.0,250.0,950.0,66.0,64.0,122.0,40.46666666666667,3,6,1,0.7071067811865475,0.7071067811865476,700.0,550.0,1.6666666666666667,0.9552238805970149,2.0,1.8208955223880596
2,2015-02-11 20:49:41,2015-02-11 21:41:18,edc27f139c3b4e4bb29d1cdbc45663f9,salad,3,2.0,1757.0,2.0,748.0,839.0,52.0,55.0,78.0,51.61666666666667,20,2,0,-0.8660254037844386,0.5000000000000001,91.0,878.5,1.0,1.0377358490566038,0.0,1.471698113207547
2,2015-02-05 03:19:09,2015-02-05 04:48:04,aec851e565646f6835e915293381e20a,burger,1,4.0,3877.0,4.0,329.0,1429.0,60.0,59.0,90.0,88.91666666666667,3,3,0,0.7071067811865475,0.7071067811865476,1100.0,969.25,1.0,0.9672131147540983,1.0,1.4754098360655739
4,2015-01-24 02:38:35,2015-01-24 03:19:43,dc5689792e08eb2e219dce49e64c885b,mediterranean,2,2.0,2900.0,2.0,1450.0,1450.0,127.0,122.0,195.0,41.13333333333333,2,5,1,0.49999999999999994,0.8660254037844387,0.0,1450.0,1.0,0.953125,5.0,1.5234375
4,2015-02-14 01:43:02,2015-02-14 02:53:13,ff7d0f525b3be596a51fb919492c099c,mexican,1,2.0,1130.0,2.0,400.0,730.0,69.0,65.0,109.0,70.18333333333334,1,5,1,0.25881904510252074,0.9659258262890683,330.0,565.0,1.0,0.9285714285714286,4.0,1.5571428571428572
1,2015-02-13 04:53:57,2015-02-13 05:37:59,c7b90b0fc23725f299b47c5224e6ec0d,sandwich,3,2.0,2250.0,2.0,725.0,1525.0,26.0,23.0,25.0,44.03333333333333,4,4,0,0.8660254037844386,0.5000000000000001,800.0,1125.0,1.0,0.8518518518518519,3.0,0.9259259259259259
2,2015-01-30 02:54:52,2015-01-30 03:29:52,060ad92489947d410d897474079c1477,other,2,4.0,2880.0,4.0,295.0,995.0,98.0,92.0,147.0,35.0,2,4,0,0.49999999999999994,0.8660254037844387,700.0,720.0,1.0,0.9292929292929293,6.0,1.4848484848484849
1,2015-01-30 19:47:41,2015-01-30 20:51:04,efb76cff97aaf057654ef2f38cd77d73,other,1,4.0,1396.0,1.0,349.0,349.0,28.0,28.0,35.0,63.38333333333333,19,4,0,-0.9659258262890684,0.2588190451025203,0.0,349.0,4.0,0.9655172413793104,0.0,1.206896551724138
1,2015-02-12 23:58:37,2015-02-13 01:23:43,0c48ff739d86fc927eeb6b53379cb782,fast,4,3.0,807.0,3.0,149.0,209.0,14.0,13.0,14.0,85.1,23,3,0,-0.25881904510252157,0.9659258262890681,60.0,269.0,1.0,0.8666666666666667,1.0,0.9333333333333333
2,2015-02-16 01:32:24,2015-02-16 02:17:38,98b297950041a42470269d56260243a1,indian,3,5.0,2098.0,5.0,100.0,899.0,42.0,40.0,56.0,45.233333333333334,1,0,0,0.25881904510252074,0.9659258262890683,799.0,419.6,1.0,0.9302325581395349,2.0,1.302325581395349
2,2015-02-16 00:10:01,2015-02-16 00:43:43,48db71587df6c7c442e5b76cc723169a,other,3,3.0,2435.0,2.0,245.0,1095.0,64.0,62.0,67.0,33.7,0,0,0,0.0,1.0,850.0,811.6666666666666,1.5,0.9538461538461539,2.0,1.0307692307692307
4,2015-02-12 05:35:27,2015-02-12 06:09:21,fc49306d97602c8ed1be1dfbf0835ead,american,4,1.0,1629.0,1.0,1629.0,1629.0,8.0,8.0,8.0,33.9,5,3,0,0.9659258262890683,0.25881904510252074,0.0,1629.0,1.0,0.8888888888888888,0.0,0.8888888888888888
6,2015-01-26 02:07:25,2015-01-26 03:04:31,8e5e15c4e6d09c8333a17843461041a9,other,5,3.0,3800.0,3.0,900.0,1600.0,37.0,34.0,41.0,57.1,2,0,0,0.49999999999999994,0.8660254037844387,700.0,1266.6666666666667,1.0,0.8947368421052632,3.0,1.0789473684210527
1,2015-02-14 01:12:05,2015-02-14 01:57:15,c31e46a74fb556fd7b53f8f6b186d5e9,mexican,3,2.0,1658.0,2.0,799.0,799.0,39.0,35.0,37.0,45.166666666666664,1,5,1,0.25881904510252074,0.9659258262890683,0.0,829.0,1.0,0.875,4.0,0.925
3,2015-02-16 03:03:42,2015-02-16 04:01:55,cfd66e741860718ddecf1f6eabd05fc6,vietnamese,2,2.0,2100.0,1.0,950.0,950.0,34.0,34.0,52.0,58.21666666666667,3,0,0,0.7071067811865475,0.7071067811865476,0.0,1050.0,2.0,0.9714285714285714,0.0,1.4857142857142858
1,2015-01-28 00:52:43,2015-01-28 02:40:07,ddba48fbf653b9fb30d6992ccc821c9d,pizza,5,1.0,899.0,1.0,899.0,899.0,6.0,6.0,7.0,107.4,0,2,0,0.0,1.0,0.0,899.0,1.0,0.8571428571428571,0.0,1.0
4,2015-02-13 01:24:06,2015-02-13 02:16:05,4e62e752ae53fb6a6eebd0f6146aa702,other,3,4.0,3830.0,3.0,695.0,995.0,91.0,86.0,124.0,51.983333333333334,1,4,0,0.25881904510252074,0.9659258262890683,300.0,957.5,1.3333333333333333,0.9347826086956522,5.0,1.3478260869565217
4,2015-02-16 00:44:23,2015-02-16 01:14:25,23d23cfad64cc753b8c3d43b2042a0d6,other,3,2.0,4900.0,2.0,700.0,3699.0,42.0,42.0,51.0,30.033333333333335,0,0,0,0.0,1.0,2999.0,2450.0,1.0,0.9767441860465116,0.0,1.186046511627907
1,2015-02-07 17:22:59,2015-02-07 18:09:50,5872043836c3d79e59d2ad6886918bfd,breakfast,1,3.0,3060.0,3.0,710.0,1365.0,3.0,4.0,8.0,46.85,17,5,1,-0.9659258262890683,-0.25881904510252063,655.0,1020.0,1.0,1.0,0.0,2.0
2,2015-02-05 18:56:23,2015-02-05 19:27:48,3ad7c2ebb96fcba7cda0cf54a2e802f5,other,5,1.0,1350.0,1.0,1350.0,1350.0,18.0,13.0,17.0,31.416666666666668,18,3,0,-1.0,-1.8369701987210297e-16,0.0,1350.0,1.0,0.6842105263157895,5.0,0.8947368421052632
4,2015-02-04 02:14:23,2015-02-04 03:24:03,6e2eec9ca19c076736d19ac5426473af,pizza,3,3.0,3667.0,3.0,1029.0,1149.0,103.0,100.0,135.0,69.66666666666667,2,2,0,0.49999999999999994,0.8660254037844387,120.0,1222.3333333333333,1.0,0.9615384615384616,3.0,1.2980769230769231
5,2015-02-18 03:25:08,2015-02-18 04:33:01,0d6d4bd865309c75246109d2d83a5fb6,pizza,5,3.0,2706.0,3.0,549.0,1159.0,19.0,19.0,27.0,67.88333333333334,3,2,0,0.7071067811865475,0.7071067811865476,610.0,902.0,1.0,0.95,0.0,1.35
2,2015-02-14 03:16:17,2015-02-14 04:20:30,7776e88b0c189539098176589250bcba,greek,1,3.0,3145.0,3.0,695.0,1300.0,59.0,59.0,122.0,64.21666666666667,3,5,1,0.7071067811865475,0.7071067811865476,605.0,1048.3333333333333,1.0,0.9833333333333333,0.0,2.033333333333333
5,2015-02-14 03:21:05,2015-02-14 04:50:35,90cc440b1b8caa520c562ac4e4bbcb51,unknown,1,2.0,2598.0,2.0,1199.0,1399.0,29.0,28.0,43.0,89.5,3,5,1,0.7071067811865475,0.7071067811865476,200.0,1299.0,1.0,0.9333333333333333,1.0,1.4333333333333333
2,2015-02-13 03:20:03,2015-02-13 04:00:10,a0f1a0686c4ecffbf795ea2d2a42817e,sandwich,3,3.0,1325.0,3.0,125.0,900.0,72.0,58.0,88.0,40.11666666666667,3,4,0,0.7071067811865475,0.7071067811865476,775.0,441.6666666666667,1.0,0.7945205479452054,14.0,1.2054794520547945
1,2015-01-24 20:47:33,2015-01-24 21:20:14,6a639c52538fd7bb3e1186724afbe9b2,dessert,4,12.0,1478.0,8.0,99.0,329.0,25.0,28.0,32.0,32.68333333333333,20,5,1,-0.8660254037844386,0.5000000000000001,230.0,123.16666666666667,1.5,1.0769230769230769,0.0,1.2307692307692308
5,2015-02-06 01:36:13,2015-02-06 02:10:39,d9ab9cc1bf456f1db82299d1226553e4,pizza,3,3.0,1497.0,3.0,399.0,499.0,39.0,31.0,38.0,34.43333333333333,1,4,0,0.25881904510252074,0.9659258262890683,100.0,499.0,1.0,0.775,8.0,0.95
5,2015-02-07 00:56:09,2015-02-07 01:43:33,c0f5bb23392d44cd7d25e62198a7cb7b,greek,2,8.0,4792.0,3.0,599.0,599.0,17.0,14.0,14.0,47.4,0,5,1,0.0,1.0,0.0,599.0,2.6666666666666665,0.7777777777777778,3.0,0.7777777777777778
1,2015-01-28 04:16:32,2015-01-28 04:54:48,0decd736e9cee73e63418003b47d7d56,pizza,1,3.0,4097.0,2.0,599.0,1399.0,26.0,19.0,20.0,38.266666666666666,4,2,0,0.8660254037844386,0.5000000000000001,800.0,1365.6666666666667,1.5,0.7037037037037037,7.0,0.7407407407407407
4,2015-01-24 00:19:11,2015-01-24 01:11:20,49ad23d1ec9fa4bd8d77d02681df5cfa,sandwich,2,3.0,1785.0,3.0,420.0,840.0,13.0,13.0,21.0,52.15,0,5,1,0.0,1.0,420.0,595.0,1.0,0.9285714285714286,0.0,1.5
3,2015-02-01 18:01:11,2015-02-01 18:59:14,36452e720502e4da486d2f9f6b48a7bb,breakfast,5,2.0,1700.0,1.0,650.0,650.0,6.0,3.0,3.0,58.05,18,6,1,-1.0,-1.8369701987210297e-16,0.0,850.0,2.0,0.42857142857142855,3.0,0.42857142857142855
5,2015-02-15 19:19:21,2015-02-15 20:01:33,c6a7290879535718fb7f85797028d9fe,mexican,1,3.0,2727.0,3.0,699.0,1029.0,16.0,14.0,17.0,42.2,19,6,1,-0.9659258262890684,0.2588190451025203,330.0,909.0,1.0,0.8235294117647058,2.0,1.0
3,2015-02-14 01:20:25,2015-02-14 02:07:55,b6cce1d2ea012409f22932d7e11c396e,american,1,2.0,1545.0,2.0,750.0,795.0,5.0,4.0,10.0,47.5,1,5,1,0.25881904510252074,0.9659258262890683,45.0,772.5,1.0,0.6666666666666666,1.0,1.6666666666666667
4,2015-01-21 20:58:00,2015-01-21 21:45:51,4915f20d2c36611cb101e95e5c34b4e7,other,5,8.0,2225.0,6.0,160.0,295.0,0.0,0.0,0.0,47.85,20,2,0,-0.8660254037844386,0.5000000000000001,135.0,278.125,1.3333333333333333,0.0,0.0,0.0
1,2015-01-31 00:59:15,2015-01-31 01:39:27,f3067d687ee39c3cbfa75573457e479d,other,1,1.0,1247.0,1.0,1172.0,1172.0,9.0,7.0,6.0,40.2,0,5,1,0.0,1.0,0.0,1247.0,1.0,0.7,2.0,0.6
3,2015-02-06 03:14:21,2015-02-06 04:05:31,cbf22ab286e2ad4900bdf5d6a2e47009,mexican,1,5.0,5005.0,5.0,480.0,1480.0,15.0,10.0,10.0,51.166666666666664,3,4,0,0.7071067811865475,0.7071067811865476,1000.0,1001.0,1.0,0.625,5.0,0.625
1,2015-01-25 02:44:27,2015-01-25 03:49:58,feab05aa91085b7a8012516bc3533958,american,1,2.0,2500.0,2.0,1250.0,1250.0,18.0,19.0,22.0,65.51666666666667,2,6,1,0.49999999999999994,0.8660254037844387,0.0,1250.0,1.0,1.0,0.0,1.1578947368421053
1,2015-02-11 02:32:45,2015-02-11 03:32:19,6e82873a32b95af115de1c414a1849cb,other,2,3.0,1677.0,3.0,239.0,879.0,40.0,41.0,52.0,59.56666666666667,2,2,0,0.49999999999999994,0.8660254037844387,640.0,559.0,1.0,1.0,0.0,1.2682926829268293
1,2015-02-01 21:49:36,2015-02-01 22:17:44,90aef91f0d9e7c3be322bd7bae41617d,japanese,1,3.0,1897.0,2.0,499.0,899.0,24.0,24.0,23.0,28.133333333333333,21,6,1,-0.7071067811865477,0.7071067811865474,400.0,632.3333333333334,1.5,0.96,0.0,0.92
5,2015-01-23 02:15:13,2015-01-23 03:21:40,934a966c733eda15d17c38e6456b4571,chinese,4,1.0,710.0,1.0,710.0,710.0,25.0,7.0,15.0,66.45,2,4,0,0.49999999999999994,0.8660254037844387,0.0,710.0,1.0,0.2692307692307692,18.0,0.5769230769230769
5,2015-02-05 21:32:30,2015-02-05 22:11:21,963859b79a359c0a74ef4210cfceb5d6,vietnamese,2,2.0,1900.0,2.0,700.0,1200.0,26.0,20.0,18.0,38.85,21,3,0,-0.7071067811865477,0.7071067811865474,500.0,950.0,1.0,0.7407407407407407,6.0,0.6666666666666666
6,2015-02-12 19:44:07,2015-02-12 20:29:34,b5845b28131e33e1ece69f1a335c807e,fast,4,2.0,502.0,2.0,119.0,383.0,37.0,34.0,41.0,45.45,19,3,0,-0.9659258262890684,0.2588190451025203,264.0,251.0,1.0,0.8947368421052632,3.0,1.0789473684210527
2,2015-01-23 18:41:30,2015-01-23 19:07:48,34ed066df378efacc9b924ec161e7639,mexican,1,1.0,695.0,1.0,695.0,695.0,16.0,7.0,9.0,26.3,18,4,0,-1.0,-1.8369701987210297e-16,0.0,695.0,1.0,0.4117647058823529,9.0,0.5294117647058824
3,2015-01-25 02:12:09,2015-01-25 03:14:51,3ba9af181751761d3b387f74ded2d783,mexican,5,1.0,1900.0,1.0,1900.0,1900.0,47.0,46.0,59.0,62.7,2,6,1,0.49999999999999994,0.8660254037844387,0.0,1900.0,1.0,0.9583333333333334,1.0,1.2291666666666667
6,2015-01-24 19:39:33,2015-01-24 20:22:30,b91f5a1e50d6a0fff36dda5a1bb08d76,other,1,3.0,4185.0,3.0,1095.0,1795.0,37.0,34.0,41.0,42.95,19,5,1,-0.9659258262890684,0.2588190451025203,700.0,1395.0,1.0,0.8947368421052632,3.0,1.0789473684210527
5,2015-02-15 00:26:58,2015-02-15 00:53:48,a77fee56f3b23fc8cb33e04f4d05132a,mediterranean,2,2.0,1024.0,2.0,125.0,899.0,16.0,16.0,19.0,26.833333333333332,0,6,1,0.0,1.0,774.0,512.0,1.0,0.9411764705882353,0.0,1.1176470588235294
4,2015-01-28 04:24:35,2015-01-28 04:58:12,e34376937c784505d9b4fcd980c2f1ce,pizza,3,2.0,2100.0,2.0,500.0,1600.0,69.0,44.0,61.0,33.61666666666667,4,2,0,0.8660254037844386,0.5000000000000001,1100.0,1050.0,1.0,0.6285714285714286,25.0,0.8714285714285714
2,2015-02-11 20:14:40,2015-02-11 21:18:10,61b4a64be663682e8cb037d9719ad8cd,mexican,1,5.0,7130.0,3.0,695.0,1795.0,49.0,44.0,66.0,63.5,20,2,0,-0.8660254037844386,0.5000000000000001,1100.0,1426.0,1.6666666666666667,0.88,5.0,1.32
1,2015-01-28 04:45:33,2015-01-28 05:15:02,f0dd4a99fba6075a9494772b58f95280,other,1,2.0,1819.0,2.0,894.0,925.0,20.0,18.0,14.0,29.483333333333334,4,2,0,0.8660254037844386,0.5000000000000001,31.0,909.5,1.0,0.8571428571428571,2.0,0.6666666666666666
